path,speaker_id,text,text_id
train\real\LibriTTS\4860\4860_13185_000010_000002_011199.wav,4860,"After a night's refreshing repose on the sandy beach, they started at break of day, sailing along very fast with a strong and steady breeze from the east, although they were in danger of being swamped, as the sea broke over the boat repeatedly.",4860_13185_000010_000002
train\real\LibriTTS\4899\4899_32639_000011_000000_011201.wav,4899,may seventh.-I have been on a charming excursion to day with Clara Ray and all her set.,4899_32639_000011_000000
train\real\LibriTTS\5684\5684_46243_000016_000009_011202.wav,5684,Hence the lower surface of the wings being brighter than the upper surface in certain moths is not so anomalous as it at first appears.,5684_46243_000016_000009
train\real\LibriTTS\54\54_121079_000135_000000_011203.wav,54,"""To repeat these signs."" Monte Cristo took a paper from his pocket, upon which were drawn three signs, with numbers to indicate the order in which they were to be worked.",54_121079_000135_000000
train\real\LibriTTS\922\922_132299_000043_000001_011205.wav,922,The spacesuited man climbed into it and began strapping down so that the rush of air would not sweep him outward when the other seal was released.,922_132299_000043_000001
train\real\LibriTTS\1913\1913_147989_000026_000003_011206.wav,1913,"I board, to save time, but sometimes I cook a chop for myself, and I'd be glad to cook one for you.",1913_147989_000026_000003
train\real\LibriTTS\6510\6510_62516_000102_000000_011207.wav,6510,The hunters had scarcely entered the bushes when they saw Top engaged in a struggle with an animal which he was holding by the ear.,6510_62516_000102_000000
train\real\LibriTTS\7484\7484_39971_000005_000000_011208.wav,7484,The nervous strain and fatigue which result with both teacher and pupil are a necessary consequence of the abnormality of the situation in which bodily activity is divorced from the perception of meaning.,7484_39971_000005_000000
train\real\LibriTTS\8075\8075_279229_000016_000000_011210.wav,8075,"And now that we have seen how wonderfully Nature works in the fulfilment of her laws, even among her tiniest creatures, let us study for a minute a cross section of the community life of the newt.",8075_279229_000016_000000
train\real\LibriTTS\5570\5570_73847_000015_000000_011212.wav,5570,Lawford found himself staring with unusual concentration into the rather long and pale face.,5570_73847_000015_000000
train\real\LibriTTS\8534\8534_216567_000042_000003_011213.wav,8534,"He disgraces himself and fails in respect for his fellows, who, in publishing his opinions, employs evasion and cunning.",8534_216567_000042_000003
train\real\LibriTTS\7967\7967_117095_000036_000001_011214.wav,7967,"""A poem I have written in the last few days. I feel something is going to happen very soon.",7967_117095_000036_000001
train\real\LibriTTS\6426\6426_64290_000003_000000_011215.wav,6426,"One morning, as Mary sat at her piano, Mewks was shown into the room. He brought the request from his master that she would go to him; he wanted particularly to see her.",6426_64290_000003_000000
train\real\LibriTTS\4356\4356_6506_000004_000003_011216.wav,4356,"He was drawing the net with his own hands, he was spying with his own eyes.",4356_6506_000004_000003
train\real\LibriTTS\3977\3977_87547_000023_000001_011217.wav,3977,"In the experiment with inflammable air a considerable mixture of common air would have been exceedingly hazardous: for, by that assistance, the inflammable air might have exploded in such a manner, as to have been dangerous to the operator. Indeed, I believe I should not have ventured to have made the experiment at all with any other pump besides mr Smeaton's.",3977_87547_000023_000001
train\real\LibriTTS\7594\7594_81881_000083_000002_011220.wav,7594,"He went downstairs, and found the Colonel and Miss Winwood in the dining room.",7594_81881_000083_000002
train\real\LibriTTS\6555\6555_398_000003_000004_011221.wav,6555,"For men never elicited duty, but only a necessity of acting from a certain interest.",6555_398_000003_000004
train\real\LibriTTS\5133\5133_30591_000014_000000_011222.wav,5133,She wondered with a vague curiosity what induced him to come to the races.,5133_30591_000014_000000
train\real\LibriTTS\922\922_132299_000003_000001_011223.wav,922,There were periods when fear clogged his throat and left him gasping with the need to scream and beat his cell walls.,922_132299_000003_000001
train\real\LibriTTS\1472\1472_285314_000025_000000_011224.wav,1472,"""Whatever your charming and energetic nieces undertake, sir, will doubtless be well accomplished.",1472_285314_000025_000000
train\real\LibriTTS\7939\7939_120330_000014_000000_011225.wav,7939,"""Now,"" said Everley, ""I suggest that the local make this the occasion of a contest for the right to hold street meetings in Lockmanville.",7939_120330_000014_000000
train\real\LibriTTS\8635\8635_295759_000016_000001_011226.wav,8635,"They were fond of the chase, and were well armed with knives and guns, and looked quite like a tribe of red skins as they came out of the wood.",8635_295759_000016_000001
train\real\LibriTTS\2582\2582_155972_000012_000005_011227.wav,2582,"Now I am humbly and sincerely conscious that this is a demerit in me and not in Hamlet; and yet it would not do me any good to pretend that I like Hamlet as much as Macbeth when, as a matter of fact, I don't.",2582_155972_000012_000005
train\real\LibriTTS\6115\6115_58433_000019_000000_011229.wav,6115,"""Oh, God!"" gasped Kenneth, as the soldier set foot upon the stairs. Under his breath Crispin swore a terrific oath.",6115_58433_000019_000000
train\real\LibriTTS\7314\7314_93276_000060_000002_011230.wav,7314,"He dug a mass of red paint from his left ear, removed a mass of soot from his right cheek, and, shaking his fist, which was alternately striped red and black, cried out in a rage:",7314_93276_000060_000002
train\real\LibriTTS\3851\3851_9210_000014_000001_011231.wav,3851,"All the happiness and joy that she had not known as a wife, she had found later in her boundless love for him.",3851_9210_000014_000001
train\real\LibriTTS\922\922_132299_000005_000002_011232.wav,922,"The landing space was too small for one of the station shuttles, but a little Northport Southport shuttle was parked there after what must have been a difficult set down.",922_132299_000005_000002
train\real\LibriTTS\7139\7139_88748_000014_000000_011233.wav,7139,"""You have come from the outlaws' camp?"" he said with his voice trembling.",7139_88748_000014_000000
train\real\LibriTTS\2137\2137_131742_000006_000001_011234.wav,2137,"If the same wire be coiled in such a manner that but one quarter of its surface radiates, its temperature will be increased four times with the same battery, or, one quarter of this battery will bring it to the temperature of straight wire.",2137_131742_000006_000001
train\real\LibriTTS\6694\6694_70837_000073_000001_011235.wav,6694,"Automobiles and motorcycles came and went; an enormous elephant coloured armoured automobile, with two red flags flying from the turret, lumbered out with screaming siren.",6694_70837_000073_000001
train\real\LibriTTS\3781\3781_156981_000038_000000_011236.wav,3781,"As later generations meditated on the perils of the wilderness through which their ancestors passed, they naturally felt that only under the immediate guidance of a divine power could they have escaped.",3781_156981_000038_000000
train\real\LibriTTS\6683\6683_63839_000012_000003_011237.wav,6683,"The chief of these now is the Museum of South Kensington, which is to many Americans the most interesting object in London.",6683_63839_000012_000003
train\real\LibriTTS\3482\3482_170452_000004_000000_011238.wav,3482,"Miss Branwell instructed the children at regular hours in all she could teach, making her bed chamber into their schoolroom.",3482_170452_000004_000000
train\real\LibriTTS\7120\7120_118112_000033_000005_011239.wav,7120,"Equally true and faithful also did mr Bigelow prove to the last; but at times he had some painfully dark seasons to encounter, as may be seen from the subjoined letter:",7120_118112_000033_000005
train\real\LibriTTS\224\224_129790_000057_000004_011240.wav,224,All day we have been sailing east before the wind with but one intent-to set as great a distance between Barbados and ourselves as possible.,224_129790_000057_000004
train\real\LibriTTS\3307\3307_145145_000037_000004_011241.wav,3307,"Each species, in this way, possesses a primary architectural model which is followed as a whole, in spite of altered conditions.",3307_145145_000037_000004
train\real\LibriTTS\7416\7416_103126_000074_000000_011242.wav,7416,"Then putting a little sprig of the evergreen tree in his jacket, with a grateful thought of all it had done for him, he swung himself off and landed safely below, not minding a few extra bumps after his late exploits at tumbling.",7416_103126_000074_000000
train\real\LibriTTS\119\119_129514_000020_000001_011244.wav,119,"Selenographic charts have been constructed with a perfection which equals, if it does not even surpass, that of our terrestrial maps.",119_129514_000020_000001
train\real\LibriTTS\3994\3994_11512_000019_000002_011245.wav,3994,"I was personally in a position to state that neither of these men could be lightly persuaded into such a step, and that neither of them would work for a small salary.",3994_11512_000019_000002
train\real\LibriTTS\1093\1093_132891_000070_000000_011246.wav,1093,'The Indian looked me over whole minutes-there was a musical clock on the wall and dolls came out and hopped while the hour struck.,1093_132891_000070_000000
